"cluster","#genes","genes"
"6","70","Gene3786, Gene1310, Gene6855, Gene7481, Gene5306, Gene6027, Gene4510, Gene4138, Gene8484, Gene9934, Gene1025, Gene2581, Gene715, Gene3511, Gene6435, Gene2174, Gene268, Gene6564, Gene5825, Gene1752, Gene8760, Gene3769, Gene7910, Gene1124, Gene285, Gene1997, Gene4821, Gene5089, Gene5780, Gene3112, Gene1894, Gene2871, Gene1372, Gene3823, Gene3113, Gene4820, Gene2544, Gene3402, Gene2361, Gene1843, Gene534, Gene1098, Gene5939, Gene6857, Gene7250, Gene8668, Gene2029, Gene4712, Gene6082, Gene1972, Gene6194, Gene6468, Gene712, Gene9891, Gene3758, Gene2616, Gene8062, Gene8813, Gene3132, Gene9139, Gene3151, Gene2763, Gene7971, Gene6330, Gene9042, Gene8020, Gene361, Gene9522, Gene7073, Gene9050"
"7","69","Gene650, Gene459, Gene9396, Gene9322, Gene3663, Gene9312, Gene951, Gene2280, Gene1826, Gene9283, Gene318, Gene5257, Gene6051, Gene9420, Gene7451, Gene2151, Gene4595, Gene2358, Gene3590, Gene1761, Gene5605, Gene9377, Gene3368, Gene2631, Gene5988, Gene6472, Gene9751, Gene6775, Gene7293, Gene5655, Gene8864, Gene7093, Gene6099, Gene8718, Gene7157, Gene3255, Gene5056, Gene5159, Gene1057, Gene4898, Gene5734, Gene407, Gene8832, Gene8099, Gene9868, Gene6701, Gene7283, Gene8622, Gene9214, Gene8150, Gene6846, Gene5177, Gene9724, Gene127, Gene4604, Gene9799, Gene2806, Gene6891, Gene3278, Gene9354, Gene6888, Gene1559, Gene7659, Gene9591, Gene1572, Gene741, Gene9545, Gene9308, Gene8423"
"2","176","Gene7591, Gene9740, Gene7242, Gene1731, Gene1261, Gene343, Gene1666, Gene9588, Gene4713, Gene1554, Gene5260, Gene80, Gene6663, Gene8662, Gene3036, Gene6438, Gene4630, Gene3426, Gene1367, Gene6206, Gene2955, Gene8481, Gene7432, Gene3557, Gene2789, Gene7275, Gene8564, Gene2107, Gene5671, Gene6395, Gene1157, Gene5496, Gene4953, Gene2085, Gene8909, Gene8177, Gene7732, Gene2080, Gene2706, Gene5334, Gene1920, Gene5582, Gene2776, Gene7735, Gene187, Gene4447, Gene6384, Gene4982, Gene8914, Gene3702, Gene2949, Gene3358, Gene2745, Gene3613, Gene9180, Gene4226, Gene6327, Gene150, Gene9761, Gene7629, Gene3313, Gene3610, Gene7998, Gene4175, Gene3575, Gene4765, Gene1332, Gene5708, Gene5021, Gene7140, Gene8393, Gene9058, Gene170, Gene6810, Gene5214, Gene3438, Gene292, Gene3323, Gene7820, Gene3671, Gene2148, Gene4003, Gene2242, Gene2950, Gene2849, Gene8774, Gene6537, Gene1090, Gene5900, Gene395, Gene4467, Gene1584, Gene2076, Gene2800, Gene1203, Gene3244, Gene1396, Gene7745, Gene9937, Gene6160, Gene6144, Gene8351, Gene3465, Gene640, Gene7351, Gene9675, Gene2945, Gene6582, Gene3475, Gene822, Gene5517, Gene7867, Gene8963, Gene253, Gene4565, Gene6072, Gene4282, Gene8903, Gene6570, Gene4566, Gene4173, Gene515, Gene3966, Gene43, Gene2994, Gene6978, Gene5263, Gene9011, Gene1542, Gene1806, Gene9706, Gene3442, Gene6225, Gene1771, Gene1798, Gene9578, Gene752, Gene8503, Gene7009, Gene6894, Gene9856, Gene1350, Gene2194, Gene1182, Gene101, Gene2382, Gene7574, Gene7365, Gene8610, Gene6585, Gene7064, Gene6534, Gene3020, Gene9750, Gene6339, Gene8135, Gene8608, Gene3962, Gene8453, Gene1232, Gene1812, Gene4962, Gene9033, Gene3898, Gene9570, Gene9892, Gene769, Gene8021, Gene3582, Gene5781, Gene5193, Gene144, Gene2298, Gene988, Gene9448, Gene5223"
"1","220","Gene84, Gene3650, Gene4907, Gene9282, Gene816, Gene1678, Gene6539, Gene4709, Gene1146, Gene6532, Gene922, Gene1567, Gene6439, Gene7085, Gene1679, Gene1148, Gene3696, Gene2583, Gene4245, Gene2251, Gene3356, Gene6355, Gene6360, Gene7805, Gene732, Gene1784, Gene9020, Gene9499, Gene4055, Gene5649, Gene8781, Gene8058, Gene1352, Gene919, Gene1436, Gene6921, Gene2432, Gene4469, Gene7312, Gene4246, Gene7258, Gene2006, Gene2612, Gene772, Gene3203, Gene4040, Gene9173, Gene9025, Gene4171, Gene9692, Gene5916, Gene9027, Gene9427, Gene5129, Gene3248, Gene9587, Gene1877, Gene2396, Gene2355, Gene8861, Gene1654, Gene590, Gene3784, Gene675, Gene6755, Gene4059, Gene1160, Gene9561, Gene5980, Gene5532, Gene4711, Gene2362, Gene7947, Gene6992, Gene4047, Gene3347, Gene3305, Gene1050, Gene4317, Gene1486, Gene6217, Gene9785, Gene9428, Gene518, Gene2455, Gene24, Gene2780, Gene6094, Gene5438, Gene4983, Gene4694, Gene9457, Gene9794, Gene5112, Gene9557, Gene6464, Gene8350, Gene5907, Gene8456, Gene9128, Gene7419, Gene641, Gene4431, Gene273, Gene4751, Gene4264, Gene3424, Gene8036, Gene7682, Gene3855, Gene7619, Gene9421, Gene6796, Gene8134, Gene4385, Gene5694, Gene5909, Gene2200, Gene4840, Gene8655, Gene9276, Gene5213, Gene1014, Gene257, Gene5101, Gene7012, Gene6403, Gene5454, Gene2003, Gene1607, Gene4465, Gene2568, Gene4721, Gene799, Gene1406, Gene793, Gene6463, Gene2689, Gene6504, Gene4276, Gene690, Gene9446, Gene3403, Gene878, Gene6132, Gene3409, Gene7763, Gene1756, Gene9134, Gene6157, Gene502, Gene5383, Gene5551, Gene1171, Gene8537, Gene2106, Gene6013, Gene3455, Gene7614, Gene8542, Gene5578, Gene1765, Gene699, Gene258, Gene5272, Gene7957, Gene8396, Gene4714, Gene6988, Gene5922, Gene8346, Gene2990, Gene3785, Gene2783, Gene4575, Gene9193, Gene5823, Gene1929, Gene8559, Gene6852, Gene9346, Gene9383, Gene3361, Gene5784, Gene885, Gene864, Gene9402, Gene95, Gene649, Gene8531, Gene8800, Gene5573, Gene196, Gene4879, Gene9573, Gene8681, Gene2447, Gene7724, Gene8268, Gene3355, Gene9249, Gene3584, Gene6168, Gene3593, Gene2300, Gene1080, Gene1534, Gene6734, Gene8051, Gene7837, Gene8377, Gene6804, Gene8154, Gene7853, Gene5707, Gene6486, Gene6020, Gene1673, Gene692, Gene321"
"24","24","Gene3933, Gene9668, Gene7507, Gene2595, Gene1850, Gene8328, Gene6381, Gene8304, Gene294, Gene7527, Gene7106, Gene6374, Gene9497, Gene6711, Gene2156, Gene3744, Gene9478, Gene4374, Gene1022, Gene4098, Gene2536, Gene176, Gene6704, Gene2425"
"19","20","Gene5718, Gene5989, Gene6428, Gene9746, Gene3167, Gene9117, Gene9957, Gene5987, Gene2880, Gene9021, Gene5097, Gene6922, Gene5154, Gene7387, Gene3759, Gene6240, Gene7230, Gene6715, Gene4739, Gene9698"
"3","159","Gene6005, Gene7516, Gene7095, Gene7197, Gene5218, Gene1696, Gene4689, Gene4760, Gene168, Gene424, Gene6912, Gene7478, Gene8347, Gene3926, Gene4999, Gene6169, Gene433, Gene5041, Gene669, Gene3594, Gene3516, Gene6541, Gene4205, Gene2566, Gene6795, Gene7959, Gene2437, Gene4327, Gene5361, Gene7547, Gene9091, Gene3221, Gene5323, Gene5770, Gene96, Gene4451, Gene607, Gene603, Gene8161, Gene4054, Gene5330, Gene7500, Gene6341, Gene7201, Gene9203, Gene3872, Gene8233, Gene8015, Gene9070, Gene774, Gene293, Gene2386, Gene3935, Gene4359, Gene9116, Gene1795, Gene5603, Gene7734, Gene4937, Gene4164, Gene8599, Gene5648, Gene4311, Gene5231, Gene3236, Gene8588, Gene8028, Gene5600, Gene8385, Gene1515, Gene5728, Gene9397, Gene1819, Gene2243, Gene2558, Gene1624, Gene3739, Gene5882, Gene9012, Gene3413, Gene3425, Gene3911, Gene9755, Gene1334, Gene6246, Gene719, Gene647, Gene8641, Gene7053, Gene4126, Gene3755, Gene5379, Gene1326, Gene8853, Gene9051, Gene4664, Gene9659, Gene2291, Gene8066, Gene5726, Gene5331, Gene1755, Gene7497, Gene2282, Gene9291, Gene1670, Gene7002, Gene6695, Gene1280, Gene1321, Gene4159, Gene962, Gene2869, Gene704, Gene1165, Gene946, Gene1371, Gene7101, Gene7071, Gene1928, Gene7287, Gene696, Gene8485, Gene2839, Gene9254, Gene3982, Gene7811, Gene7299, Gene2899, Gene5858, Gene4198, Gene9115, Gene9771, Gene2547, Gene1101, Gene3604, Gene443, Gene4986, Gene1498, Gene7409, Gene7133, Gene8060, Gene6222, Gene4243, Gene284, Gene5078, Gene7518, Gene770, Gene9313, Gene8236, Gene4564, Gene2299, Gene6843, Gene9024, Gene7565, Gene2751, Gene2927, Gene3944, Gene4697"
"14","27","Gene5562, Gene4720, Gene8973, Gene6446, Gene9032, Gene9918, Gene819, Gene4704, Gene4672, Gene3882, Gene2952, Gene1708, Gene2193, Gene9443, Gene6864, Gene8987, Gene112, Gene587, Gene88, Gene9209, Gene3632, Gene5226, Gene3791, Gene7214, Gene598, Gene7226, Gene5122"
"4","77","Gene1897, Gene8658, Gene7940, Gene3178, Gene4402, Gene485, Gene5579, Gene7593, Gene778, Gene572, Gene7110, Gene7295, Gene9191, Gene4156, Gene7953, Gene6086, Gene1256, Gene8043, Gene3135, Gene6431, Gene3805, Gene6349, Gene8374, Gene9741, Gene4315, Gene5249, Gene3623, Gene8918, Gene697, Gene2062, Gene5911, Gene3359, Gene8879, Gene5586, Gene4793, Gene7968, Gene6091, Gene8318, Gene7702, Gene8098, Gene5228, Gene8762, Gene7014, Gene5542, Gene1629, Gene7466, Gene2369, Gene2289, Gene1899, Gene1107, Gene118, Gene3684, Gene751, Gene9135, Gene4904, Gene9718, Gene5833, Gene8495, Gene2908, Gene6447, Gene7675, Gene5282, Gene1792, Gene6953, Gene8068, Gene5269, Gene8972, Gene2414, Gene4056, Gene4319, Gene9495, Gene7349, Gene3294, Gene42, Gene6040, Gene8639, Gene3053"
"11","38","Gene1647, Gene7058, Gene6747, Gene6699, Gene6460, Gene8790, Gene8798, Gene3285, Gene689, Gene152, Gene9462, Gene6754, Gene3925, Gene1980, Gene2996, Gene2094, Gene9227, Gene6672, Gene8305, Gene8582, Gene7042, Gene9054, Gene3698, Gene814, Gene6612, Gene5252, Gene7108, Gene4169, Gene6882, Gene2784, Gene4134, Gene6002, Gene557, Gene6026, Gene6377, Gene4556, Gene511, Gene9232"
