"cluster","#genes","genes"
"5","81","Gene4584, Gene6826, Gene9359, Gene153, Gene30, Gene1307, Gene7916, Gene7693, Gene8147, Gene9602, Gene4709, Gene4748, Gene8293, Gene541, Gene5841, Gene9249, Gene9832, Gene5290, Gene3320, Gene8839, Gene6663, Gene9435, Gene2881, Gene6131, Gene6229, Gene3426, Gene4603, Gene9711, Gene2855, Gene1749, Gene508, Gene3024, Gene6742, Gene4028, Gene8503, Gene9771, Gene3656, Gene2590, Gene7806, Gene8476, Gene1306, Gene8086, Gene5643, Gene2050, Gene9945, Gene9262, Gene2861, Gene4345, Gene3680, Gene2682, Gene8098, Gene3413, Gene5080, Gene4037, Gene7189, Gene9510, Gene6487, Gene8648, Gene7506, Gene4418, Gene2207, Gene1505, Gene5619, Gene4536, Gene3306, Gene3045, Gene899, Gene5578, Gene2077, Gene2634, Gene9806, Gene2632, Gene6414, Gene4275, Gene302, Gene5175, Gene9672, Gene9275, Gene1086, Gene9767, Gene9659"
"4","119","Gene1814, Gene6643, Gene3132, Gene6856, Gene1038, Gene7648, Gene3650, Gene6968, Gene7401, Gene9490, Gene7788, Gene7971, Gene3037, Gene6391, Gene1803, Gene2743, Gene901, Gene5971, Gene7795, Gene1100, Gene4334, Gene170, Gene7335, Gene8126, Gene272, Gene7559, Gene5673, Gene3101, Gene5309, Gene5589, Gene832, Gene5131, Gene1732, Gene9632, Gene7969, Gene648, Gene9334, Gene4098, Gene2417, Gene3652, Gene6572, Gene6937, Gene9649, Gene4059, Gene6971, Gene7045, Gene3623, Gene3795, Gene9322, Gene1460, Gene6691, Gene9863, Gene1342, Gene5174, Gene7342, Gene6853, Gene9450, Gene2733, Gene7954, Gene736, Gene3323, Gene4890, Gene1453, Gene6078, Gene4743, Gene4661, Gene5913, Gene5218, Gene6544, Gene7655, Gene3590, Gene3458, Gene6340, Gene3606, Gene2495, Gene1402, Gene7165, Gene6139, Gene734, Gene4127, Gene2117, Gene8935, Gene8691, Gene7857, Gene7298, Gene3979, Gene7097, Gene8519, Gene4299, Gene8296, Gene2556, Gene6759, Gene9003, Gene7782, Gene6117, Gene8191, Gene1318, Gene3027, Gene3794, Gene7823, Gene2573, Gene8444, Gene428, Gene7613, Gene8025, Gene4690, Gene5665, Gene3314, Gene9887, Gene2550, Gene9741, Gene1655, Gene7461, Gene4144, Gene725, Gene4416, Gene3490, Gene9626, Gene6190"
"2","206","Gene9893, Gene3791, Gene8650, Gene9857, Gene8764, Gene8841, Gene2578, Gene5975, Gene5342, Gene4646, Gene1425, Gene5498, Gene3853, Gene9930, Gene3751, Gene9628, Gene3185, Gene771, Gene7357, Gene3729, Gene9782, Gene5996, Gene2580, Gene6202, Gene5614, Gene7125, Gene8427, Gene1941, Gene16, Gene7220, Gene5147, Gene8304, Gene2072, Gene6179, Gene5551, Gene7385, Gene6760, Gene279, Gene4912, Gene1256, Gene3901, Gene8551, Gene3157, Gene278, Gene126, Gene5606, Gene61, Gene8186, Gene9177, Gene5001, Gene4750, Gene4282, Gene8662, Gene9515, Gene3018, Gene2484, Gene8400, Gene2079, Gene7763, Gene3688, Gene8989, Gene7435, Gene2240, Gene1591, Gene3489, Gene8344, Gene5128, Gene6160, Gene240, Gene1438, Gene2777, Gene67, Gene5651, Gene8339, Gene8387, Gene3686, Gene1033, Gene641, Gene9197, Gene7113, Gene2115, Gene2162, Gene1112, Gene9737, Gene1396, Gene3394, Gene6781, Gene5838, Gene3229, Gene6043, Gene6723, Gene7747, Gene4277, Gene470, Gene6955, Gene1451, Gene4649, Gene7652, Gene8123, Gene7412, Gene7481, Gene1537, Gene6978, Gene5976, Gene8361, Gene9684, Gene5427, Gene6350, Gene7994, Gene1346, Gene4092, Gene7690, Gene6011, Gene8681, Gene2271, Gene4380, Gene295, Gene559, Gene6170, Gene7775, Gene6788, Gene6151, Gene5628, Gene1933, Gene7626, Gene9295, Gene5084, Gene5442, Gene1535, Gene6628, Gene1936, Gene2476, Gene9821, Gene9491, Gene9209, Gene6969, Gene5561, Gene2251, Gene2974, Gene2750, Gene2264, Gene1004, Gene9470, Gene246, Gene7199, Gene3226, Gene2684, Gene536, Gene2619, Gene7154, Gene5938, Gene5893, Gene3300, Gene7201, Gene1477, Gene4401, Gene3089, Gene494, Gene600, Gene8145, Gene4030, Gene9849, Gene3481, Gene6590, Gene3155, Gene5139, Gene9606, Gene9978, Gene3409, Gene6543, Gene5296, Gene6031, Gene6770, Gene9031, Gene4007, Gene9775, Gene626, Gene77, Gene1191, Gene6646, Gene4930, Gene4201, Gene9285, Gene4674, Gene7187, Gene2383, Gene1042, Gene6395, Gene7602, Gene4194, Gene2016, Gene8179, Gene2300, Gene602, Gene7789, Gene711, Gene9091, Gene842, Gene8984, Gene1928, Gene978, Gene8277, Gene1464, Gene4383, Gene4214, Gene4946"
"18","20","Gene1192, Gene6932, Gene1858, Gene5272, Gene6354, Gene8958, Gene1408, Gene6365, Gene5451, Gene2806, Gene7116, Gene7816, Gene5062, Gene9902, Gene8779, Gene6141, Gene1911, Gene1818, Gene8760, Gene2536"
"1","220","Gene1284, Gene3028, Gene8719, Gene684, Gene5263, Gene2994, Gene5636, Gene6393, Gene5068, Gene1099, Gene4337, Gene3728, Gene6196, Gene9962, Gene1094, Gene1725, Gene4368, Gene5854, Gene7831, Gene2513, Gene866, Gene6293, Gene6402, Gene9994, Gene6086, Gene9899, Gene3099, Gene7319, Gene8475, Gene3684, Gene8864, Gene6457, Gene9582, Gene7986, Gene6435, Gene7126, Gene7223, Gene1226, Gene2486, Gene3201, Gene9175, Gene6406, Gene2867, Gene633, Gene6177, Gene422, Gene5391, Gene2988, Gene3130, Gene1829, Gene4528, Gene2853, Gene7213, Gene2676, Gene9506, Gene4864, Gene7983, Gene741, Gene3318, Gene1601, Gene6423, Gene8972, Gene6696, Gene1220, Gene8749, Gene2591, Gene2623, Gene6506, Gene2480, Gene4034, Gene9508, Gene3310, Gene2231, Gene1541, Gene498, Gene433, Gene5159, Gene575, Gene7005, Gene3479, Gene7804, Gene8743, Gene6916, Gene7677, Gene9985, Gene7117, Gene4494, Gene4407, Gene591, Gene8663, Gene2882, Gene185, Gene810, Gene5401, Gene7457, Gene5875, Gene5850, Gene5051, Gene1614, Gene3340, Gene206, Gene4011, Gene5116, Gene6134, Gene5170, Gene3959, Gene2493, Gene8319, Gene8256, Gene9021, Gene4465, Gene7801, Gene4065, Gene9953, Gene5502, Gene1949, Gene9163, Gene794, Gene7991, Gene551, Gene8415, Gene4040, Gene1472, Gene2998, Gene5716, Gene8965, Gene9517, Gene2999, Gene359, Gene8892, Gene4679, Gene2138, Gene9941, Gene9167, Gene2596, Gene7278, Gene8510, Gene5826, Gene3559, Gene5383, Gene2098, Gene4958, Gene7746, Gene9474, Gene3324, Gene1219, Gene9495, Gene4840, Gene7496, Gene927, Gene5379, Gene5392, Gene9815, Gene9037, Gene2765, Gene3558, Gene7799, Gene835, Gene8863, Gene2648, Gene3639, Gene4737, Gene8087, Gene7830, Gene252, Gene1685, Gene7524, Gene8236, Gene7471, Gene188, Gene26, Gene1140, Gene1315, Gene9624, Gene9753, Gene4031, Gene662, Gene743, Gene8289, Gene5965, Gene3369, Gene745, Gene8367, Gene6331, Gene197, Gene830, Gene2473, Gene3755, Gene1375, Gene7940, Gene8670, Gene2431, Gene9544, Gene9837, Gene1272, Gene3456, Gene4014, Gene4496, Gene416, Gene2523, Gene9589, Gene8467, Gene5426, Gene2226, Gene5822, Gene7339, Gene6882, Gene1791, Gene3960, Gene4796, Gene7896, Gene5654, Gene9743, Gene2378, Gene1628, Gene9339, Gene5287, Gene9029, Gene6651, Gene447"
"3","121","Gene3839, Gene6887, Gene8011, Gene3573, Gene367, Gene2070, Gene2840, Gene4024, Gene640, Gene7027, Gene5617, Gene4093, Gene4164, Gene6917, Gene9516, Gene2866, Gene2356, Gene4056, Gene860, Gene3834, Gene6346, Gene7287, Gene6743, Gene2657, Gene400, Gene1999, Gene8059, Gene5476, Gene4074, Gene896, Gene6507, Gene3457, Gene7067, Gene6194, Gene535, Gene5327, Gene2541, Gene9416, Gene2288, Gene9856, Gene6825, Gene4317, Gene1746, Gene8019, Gene7800, Gene3108, Gene864, Gene6240, Gene8941, Gene3774, Gene9292, Gene3653, Gene8079, Gene9245, Gene7121, Gene8978, Gene1160, Gene8632, Gene3808, Gene6977, Gene1234, Gene8144, Gene2373, Gene5708, Gene9949, Gene818, Gene5407, Gene1793, Gene9063, Gene9035, Gene5232, Gene3864, Gene4904, Gene2080, Gene3784, Gene7348, Gene6215, Gene4359, Gene1618, Gene85, Gene9477, Gene737, Gene4968, Gene9064, Gene3246, Gene5251, Gene8576, Gene8214, Gene8832, Gene7477, Gene5308, Gene4267, Gene3353, Gene1199, Gene7912, Gene3738, Gene623, Gene8050, Gene4641, Gene2659, Gene2386, Gene8602, Gene8090, Gene1129, Gene6705, Gene4291, Gene9551, Gene1481, Gene7105, Gene4842, Gene3632, Gene4686, Gene9867, Gene8755, Gene6280, Gene6998, Gene71, Gene9667, Gene838, Gene2671, Gene3583"
"11","42","Gene172, Gene2358, Gene1817, Gene7252, Gene7964, Gene1288, Gene5087, Gene6519, Gene5459, Gene2798, Gene7479, Gene2196, Gene8023, Gene1743, Gene7781, Gene396, Gene8457, Gene9936, Gene6942, Gene7585, Gene968, Gene6774, Gene4140, Gene9752, Gene6962, Gene7494, Gene1664, Gene4323, Gene8813, Gene7584, Gene2887, Gene1910, Gene6980, Gene7701, Gene8741, Gene397, Gene3370, Gene8773, Gene4708, Gene902, Gene7885, Gene6095"
"12","39","Gene3746, Gene1524, Gene1842, Gene5538, Gene6599, Gene9790, Gene1926, Gene9547, Gene95, Gene2004, Gene9665, Gene440, Gene2941, Gene3216, Gene5811, Gene8404, Gene8714, Gene5612, Gene4919, Gene8273, Gene1356, Gene5413, Gene7540, Gene2028, Gene410, Gene5765, Gene7772, Gene1923, Gene5763, Gene6432, Gene1084, Gene208, Gene7372, Gene2996, Gene1526, Gene7881, Gene9965, Gene8711, Gene1138"
"6","75","Gene1531, Gene1703, Gene7724, Gene7411, Gene8008, Gene5611, Gene4238, Gene4776, Gene7905, Gene7820, Gene4807, Gene4177, Gene2629, Gene5570, Gene6911, Gene2613, Gene3031, Gene4553, Gene4485, Gene9658, Gene8229, Gene2190, Gene352, Gene1113, Gene3717, Gene6235, Gene6652, Gene1854, Gene1244, Gene3552, Gene8595, Gene8316, Gene565, Gene8249, Gene8349, Gene6319, Gene6080, Gene649, Gene234, Gene660, Gene6516, Gene9326, Gene6530, Gene681, Gene3301, Gene5548, Gene8305, Gene8917, Gene9705, Gene2711, Gene3971, Gene4220, Gene5518, Gene4736, Gene5475, Gene7143, Gene4615, Gene751, Gene5758, Gene7500, Gene4637, Gene2420, Gene6428, Gene8084, Gene2539, Gene1868, Gene6173, Gene1778, Gene3696, Gene8487, Gene8547, Gene1919, Gene4138, Gene8810, Gene5918"
"7","51","Gene8589, Gene5839, Gene696, Gene6684, Gene2093, Gene9412, Gene3649, Gene9580, Gene7929, Gene6912, Gene297, Gene8432, Gene9774, Gene7682, Gene4936, Gene5454, Gene5226, Gene9493, Gene4156, Gene4949, Gene4841, Gene3988, Gene123, Gene8565, Gene1095, Gene677, Gene5065, Gene130, Gene9327, Gene9819, Gene6449, Gene7410, Gene6718, Gene5452, Gene4460, Gene1822, Gene3585, Gene4945, Gene4434, Gene7445, Gene8852, Gene4800, Gene383, Gene412, Gene2347, Gene981, Gene6234, Gene6814, Gene9845, Gene6811, Gene1987"
